,tc,call_volume,aht,service_level,art,positions
1314,2022-12-14 16:30:00.000,434,430,80,30,218
1315,2022-12-14 16:45:00.000,396,372,80,30,173
1316,2022-12-14 17:00:00.000,370,518,80,30,224
1317,2022-12-14 17:15:00.000,315,354,80,30,132
1318,2022-12-14 17:30:00.000,298,554,80,30,194
1319,2022-12-14 17:45:00.000,264,421,80,30,132
1320,2022-12-14 18:00:00.000,243,376,80,30,109
1321,2022-12-14 18:15:00.000,193,447,80,30,104
1322,2022-12-14 18:30:00.000,174,286,80,30,61
1323,2022-12-14 18:45:00.000,160,249,80,30,50
1324,2022-12-14 19:00:00.000,149,281,80,30,52
1325,2022-12-14 19:15:00.000,115,410,80,30,59
1326,2022-12-14 19:30:00.000,108,357,80,30,49
1327,2022-12-14 19:45:00.000,102,240,80,30,32
1328,2022-12-14 20:00:00.000,86,319,80,30,36
1329,2022-12-14 20:15:00.000,77,189,80,30,20
1330,2022-12-14 20:30:00.000,67,179,80,30,17
1331,2022-12-14 20:45:00.000,63,196,80,30,17
1332,2022-12-14 21:00:00.000,59,435,80,30,34
1333,2022-12-14 21:15:00.000,57,180,80,30,15
1334,2022-12-14 21:30:00.000,51,381,80,30,26
1335,2022-12-14 21:45:00.000,41,199,80,30,12
1336,2022-12-14 22:00:00.000,38,188,80,30,11
1337,2022-12-14 22:15:00.000,40,217,80,30,13
1338,2022-12-14 22:30:00.000,33,190,80,30,10
1339,2022-12-14 22:45:00.000,22,196,80,30,7
1340,2022-12-14 23:00:00.000,24,152,80,30,7
1341,2022-12-14 23:15:00.000,17,196,80,30,6
1342,2022-12-14 23:30:00.000,16,185,80,30,6
1343,2022-12-14 23:45:00.000,16,198,80,30,6
1344,2022-12-15 00:00:00.000,13,162,80,30,4
1345,2022-12-15 00:15:00.000,12,192,80,30,5
1346,2022-12-15 00:30:00.000,12,168,80,30,4
1347,2022-12-15 00:45:00.000,8,172,80,30,3
1348,2022-12-15 01:00:00.000,13,181,80,30,5
1349,2022-12-15 01:15:00.000,9,172,80,30,4
1350,2022-12-15 01:30:00.000,13,165,80,30,5
1351,2022-12-15 01:45:00.000,18,159,80,30,6
1352,2022-12-15 02:00:00.000,14,156,80,30,5
1353,2022-12-15 02:15:00.000,22,143,80,30,6
1354,2022-12-15 02:30:00.000,24,233,80,30,9
1355,2022-12-15 02:45:00.000,27,142,80,30,7
1356,2022-12-15 03:00:00.000,33,210,80,30,11
1357,2022-12-15 03:15:00.000,35,229,80,30,12
1358,2022-12-15 03:30:00.000,43,202,80,30,13
1359,2022-12-15 03:45:00.000,40,184,80,30,11
1360,2022-12-15 04:00:00.000,44,160,80,30,11
1361,2022-12-15 04:15:00.000,59,167,80,30,14
1362,2022-12-15 04:30:00.000,59,290,80,30,23
1363,2022-12-15 04:45:00.000,67,287,80,30,26
1364,2022-12-15 05:00:00.000,76,156,80,30,17
1365,2022-12-15 05:15:00.000,80,313,80,30,33
1366,2022-12-15 05:30:00.000,105,386,80,30,51
1367,2022-12-15 05:45:00.000,104,416,80,30,54
1368,2022-12-15 06:00:00.000,112,356,80,30,50
1369,2022-12-15 06:15:00.000,118,339,80,30,50
1370,2022-12-15 06:30:00.000,130,167,80,30,28
1371,2022-12-15 06:45:00.000,137,207,80,30,36
1372,2022-12-15 07:00:00.000,161,347,80,30,69
1373,2022-12-15 07:15:00.000,194,330,80,30,78
1374,2022-12-15 07:30:00.000,205,331,80,30,82
1375,2022-12-15 07:45:00.000,229,252,80,30,70
1376,2022-12-15 08:00:00.000,248,266,80,30,80
1377,2022-12-15 08:15:00.000,283,421,80,30,141
1378,2022-12-15 08:30:00.000,321,422,80,30,160
1379,2022-12-15 08:45:00.000,348,414,80,30,169
1380,2022-12-15 09:00:00.000,404,487,80,30,229
1381,2022-12-15 09:15:00.000,468,383,80,30,209
1382,2022-12-15 09:30:00.000,543,391,80,30,246
1383,2022-12-15 09:45:00.000,562,544,80,30,353
1384,2022-12-15 10:00:00.000,594,476,80,30,326
1385,2022-12-15 10:15:00.000,614,488,80,30,345
1386,2022-12-15 10:30:00.000,652,509,80,30,382
1387,2022-12-15 10:45:00.000,646,485,80,30,360
1388,2022-12-15 11:00:00.000,640,475,80,30,350
1389,2022-12-15 11:15:00.000,633,419,80,30,306
1390,2022-12-15 11:30:00.000,633,444,80,30,324
1391,2022-12-15 11:45:00.000,613,446,80,30,315
1392,2022-12-15 12:00:00.000,601,486,80,30,337
1393,2022-12-15 12:15:00.000,594,455,80,30,312
1394,2022-12-15 12:30:00.000,588,483,80,30,328
1395,2022-12-15 12:45:00.000,566,424,80,30,278
1396,2022-12-15 13:00:00.000,557,399,80,30,257
1397,2022-12-15 13:15:00.000,552,503,80,30,321
1398,2022-12-15 13:30:00.000,561,490,80,30,317
1399,2022-12-15 13:45:00.000,553,518,80,30,331
1400,2022-12-15 14:00:00.000,572,482,80,30,318
1401,2022-12-15 14:15:00.000,577,561,80,30,373
1402,2022-12-15 14:30:00.000,573,473,80,30,313
1403,2022-12-15 14:45:00.000,543,487,80,30,306
1404,2022-12-15 15:00:00.000,520,486,80,30,292
1405,2022-12-15 15:15:00.000,511,504,80,30,298
1406,2022-12-15 15:30:00.000,506,534,80,30,313
1407,2022-12-15 15:45:00.000,487,437,80,30,247
1408,2022-12-15 16:00:00.000,460,480,80,30,257
1409,2022-12-15 16:15:00.000,450,457,80,30,239
1410,2022-12-15 16:30:00.000,429,488,80,30,244
1411,2022-12-15 16:45:00.000,398,422,80,30,196
1412,2022-12-15 17:00:00.000,373,465,80,30,203
1413,2022-12-15 17:15:00.000,328,530,80,30,204
1414,2022-12-15 17:30:00.000,287,436,80,30,148
1415,2022-12-15 17:45:00.000,265,421,80,30,133
1416,2022-12-15 18:00:00.000,245,604,80,30,175
1417,2022-12-15 18:15:00.000,192,821,80,30,187
1418,2022-12-15 18:30:00.000,163,625,80,30,123
1419,2022-12-15 18:45:00.000,143,224,80,30,41
1420,2022-12-15 19:00:00.000,132,558,80,30,90
1421,2022-12-15 19:15:00.000,111,421,80,30,59
1422,2022-12-15 19:30:00.000,112,490,80,30,68
1423,2022-12-15 19:45:00.000,89,327,80,30,38
1424,2022-12-15 20:00:00.000,95,289,80,30,36
1425,2022-12-15 20:15:00.000,71,451,80,30,41
1426,2022-12-15 20:30:00.000,73,173,80,30,18
1427,2022-12-15 20:45:00.000,56,196,80,30,16
1428,2022-12-15 21:00:00.000,61,192,80,30,17
1429,2022-12-15 21:15:00.000,52,185,80,30,14
1430,2022-12-15 21:30:00.000,43,178,80,30,12
1431,2022-12-15 21:45:00.000,49,157,80,30,12
1432,2022-12-15 22:00:00.000,37,149,80,30,9
1433,2022-12-15 22:15:00.000,32,153,80,30,8
1434,2022-12-15 22:30:00.000,27,154,80,30,7
1435,2022-12-15 22:45:00.000,20,158,80,30,6
1436,2022-12-15 23:00:00.000,25,156,80,30,7
1437,2022-12-15 23:15:00.000,15,170,80,30,5
1438,2022-12-15 23:30:00.000,21,217,80,30,8
1439,2022-12-15 23:45:00.000,14,198,80,30,5
1440,2022-12-16 00:00:00.000,12,160,80,30,4
1441,2022-12-16 00:15:00.000,13,165,80,30,5
1442,2022-12-16 00:30:00.000,10,99,80,30,3
1443,2022-12-16 00:45:00.000,10,137,80,30,3
1444,2022-12-16 01:00:00.000,9,148,80,30,3
1445,2022-12-16 01:15:00.000,14,167,80,30,5
1446,2022-12-16 01:30:00.000,9,166,80,30,4
1447,2022-12-16 01:45:00.000,13,151,80,30,4
1448,2022-12-16 02:00:00.000,17,149,80,30,5
1449,2022-12-16 02:15:00.000,20,213,80,30,7
1450,2022-12-16 02:30:00.000,21,195,80,30,7
1451,2022-12-16 02:45:00.000,24,201,80,30,8
1452,2022-12-16 03:00:00.000,30,176,80,30,9
1453,2022-12-16 03:15:00.000,35,189,80,30,10
1454,2022-12-16 03:30:00.000,33,133,80,30,7
1455,2022-12-16 03:45:00.000,41,129,80,30,9
1456,2022-12-16 04:00:00.000,53,147,80,30,12
1457,2022-12-16 04:15:00.000,52,302,80,30,22
1458,2022-12-16 04:30:00.000,62,164,80,30,15
1459,2022-12-16 04:45:00.000,59,175,80,30,15
1460,2022-12-16 05:00:00.000,77,237,80,30,25
1461,2022-12-16 05:15:00.000,82,242,80,30,26
1462,2022-12-16 05:30:00.000,93,155,80,30,20
1463,2022-12-16 05:45:00.000,90,281,80,30,33
1464,2022-12-16 06:00:00.000,115,357,80,30,52
1465,2022-12-16 06:15:00.000,116,163,80,30,25
1466,2022-12-16 06:30:00.000,128,276,80,30,45
1467,2022-12-16 06:45:00.000,130,362,80,30,59
1468,2022-12-16 07:00:00.000,167,290,80,30,60
1469,2022-12-16 07:15:00.000,192,322,80,30,75
1470,2022-12-16 07:30:00.000,199,606,80,30,144
1471,2022-12-16 07:45:00.000,211,555,80,30,140
1472,2022-12-16 08:00:00.000,254,400,80,30,121
1473,2022-12-16 08:15:00.000,280,293,80,30,98
1474,2022-12-16 08:30:00.000,323,401,80,30,153
1475,2022-12-16 08:45:00.000,371,332,80,30,145
1476,2022-12-16 09:00:00.000,460,385,80,30,206
1477,2022-12-16 09:15:00.000,492,378,80,30,216
1478,2022-12-16 09:30:00.000,553,470,80,30,300
1479,2022-12-16 09:45:00.000,570,476,80,30,313
1480,2022-12-16 10:00:00.000,581,523,80,30,350
1481,2022-12-16 10:15:00.000,602,495,80,30,343
1482,2022-12-16 10:30:00.000,624,418,80,30,301
1483,2022-12-16 10:45:00.000,626,437,80,30,315
1484,2022-12-16 11:00:00.000,624,432,80,30,311
1485,2022-12-16 11:15:00.000,608,422,80,30,296
1486,2022-12-16 11:30:00.000,590,516,80,30,351
1487,2022-12-16 11:45:00.000,581,544,80,30,364
1488,2022-12-16 12:00:00.000,585,573,80,30,386
1489,2022-12-16 12:15:00.000,576,509,80,30,338
1490,2022-12-16 12:30:00.000,583,439,80,30,296
1491,2022-12-16 12:45:00.000,560,433,80,30,280
1492,2022-12-16 13:00:00.000,554,470,80,30,301
1493,2022-12-16 13:15:00.000,563,499,80,30,324
1494,2022-12-16 13:30:00.000,563,471,80,30,306
1495,2022-12-16 13:45:00.000,561,384,80,30,250
1496,2022-12-16 14:00:00.000,558,401,80,30,259
1497,2022-12-16 14:15:00.000,549,417,80,30,265
1498,2022-12-16 14:30:00.000,553,428,80,30,274
1499,2022-12-16 14:45:00.000,529,456,80,30,279
1500,2022-12-16 15:00:00.000,544,497,80,30,312
1501,2022-12-16 15:15:00.000,517,571,80,30,341
1502,2022-12-16 15:30:00.000,498,490,80,30,283
1503,2022-12-16 15:45:00.000,474,481,80,30,265
1504,2022-12-16 16:00:00.000,466,410,80,30,222
1505,2022-12-16 16:15:00.000,439,353,80,30,181
1506,2022-12-16 16:30:00.000,430,430,80,30,216
1507,2022-12-16 16:45:00.000,386,409,80,30,185
1508,2022-12-16 17:00:00.000,368,456,80,30,197
1509,2022-12-16 17:15:00.000,307,515,80,30,186
1510,2022-12-16 17:30:00.000,269,448,80,30,143
1511,2022-12-16 17:45:00.000,248,430,80,30,127
1512,2022-12-16 18:00:00.000,222,380,80,30,102
1513,2022-12-16 18:15:00.000,181,530,80,30,115
1514,2022-12-16 18:30:00.000,161,231,80,30,47
1515,2022-12-16 18:45:00.000,141,403,80,30,70
1516,2022-12-16 19:00:00.000,121,186,80,30,29
1517,2022-12-16 19:15:00.000,95,259,80,30,32
1518,2022-12-16 19:30:00.000,89,595,80,30,66
1519,2022-12-16 19:45:00.000,90,197,80,30,24
1520,2022-12-16 20:00:00.000,73,642,80,30,59
1521,2022-12-16 20:15:00.000,64,178,80,30,16
1522,2022-12-16 20:30:00.000,56,185,80,30,15
1523,2022-12-16 20:45:00.000,55,176,80,30,14
1524,2022-12-16 21:00:00.000,46,195,80,30,13
1525,2022-12-16 21:15:00.000,43,176,80,30,12
1526,2022-12-16 21:30:00.000,38,185,80,30,11
1527,2022-12-16 21:45:00.000,33,167,80,30,9
1528,2022-12-16 22:00:00.000,33,190,80,30,10
1529,2022-12-16 22:15:00.000,31,180,80,30,9
1530,2022-12-16 22:30:00.000,24,206,80,30,8
1531,2022-12-16 22:45:00.000,18,146,80,30,5
1532,2022-12-16 23:00:00.000,19,159,80,30,6
1533,2022-12-16 23:15:00.000,15,115,80,30,4
1534,2022-12-16 23:30:00.000,11,272,80,30,6
1535,2022-12-16 23:45:00.000,11,203,80,30,5
1536,2022-12-17 00:00:00.000,9,179,80,30,4
1537,2022-12-17 00:15:00.000,6,140,80,30,3
1538,2022-12-17 00:30:00.000,6,289,80,30,4
1539,2022-12-17 00:45:00.000,7,167,80,30,3
1540,2022-12-17 01:00:00.000,4,167,80,30,2
1541,2022-12-17 01:15:00.000,6,118,80,30,2
1542,2022-12-17 01:30:00.000,6,145,80,30,3
1543,2022-12-17 01:45:00.000,9,155,80,30,3
1544,2022-12-17 02:00:00.000,9,181,80,30,4
1545,2022-12-17 02:15:00.000,8,147,80,30,3
1546,2022-12-17 02:30:00.000,6,60,80,30,2
1547,2022-12-17 02:45:00.000,8,167,80,30,3
1548,2022-12-17 03:00:00.000,11,138,80,30,4
1549,2022-12-17 03:15:00.000,10,161,80,30,4
1550,2022-12-17 03:30:00.000,12,144,80,30,4
1551,2022-12-17 03:45:00.000,11,120,80,30,3
1552,2022-12-17 04:00:00.000,19,128,80,30,5
1553,2022-12-17 04:15:00.000,19,120,80,30,5
1554,2022-12-17 04:30:00.000,20,129,80,30,5
1555,2022-12-17 04:45:00.000,20,129,80,30,5
1556,2022-12-17 05:00:00.000,25,155,80,30,7
1557,2022-12-17 05:15:00.000,29,129,80,30,7
1558,2022-12-17 05:30:00.000,28,126,80,30,6
1559,2022-12-17 05:45:00.000,31,151,80,30,8
1560,2022-12-17 06:00:00.000,39,146,80,30,9
1561,2022-12-17 06:15:00.000,38,154,80,30,9
1562,2022-12-17 06:30:00.000,39,148,80,30,9
1563,2022-12-17 06:45:00.000,42,161,80,30,10
1564,2022-12-17 07:00:00.000,45,160,80,30,11
1565,2022-12-17 07:15:00.000,50,151,80,30,11
1566,2022-12-17 07:30:00.000,54,158,80,30,13
1567,2022-12-17 07:45:00.000,59,177,80,30,15
1568,2022-12-17 08:00:00.000,72,162,80,30,16
1569,2022-12-17 08:15:00.000,79,166,80,30,18
1570,2022-12-17 08:30:00.000,82,167,80,30,19
1571,2022-12-17 08:45:00.000,85,156,80,30,18
1572,2022-12-17 09:00:00.000,95,165,80,30,21
1573,2022-12-17 09:15:00.000,104,163,80,30,23
1574,2022-12-17 09:30:00.000,118,156,80,30,24
1575,2022-12-17 09:45:00.000,127,170,80,30,28
1576,2022-12-17 10:00:00.000,132,158,80,30,27
1577,2022-12-17 10:15:00.000,135,165,80,30,29
1578,2022-12-17 10:30:00.000,141,159,80,30,29
1579,2022-12-17 10:45:00.000,140,177,80,30,32
1580,2022-12-17 11:00:00.000,140,174,80,30,31
1581,2022-12-17 11:15:00.000,143,174,80,30,32
1582,2022-12-17 11:30:00.000,142,167,80,30,31
1583,2022-12-17 11:45:00.000,139,168,80,30,30
1584,2022-12-17 12:00:00.000,136,178,80,30,31
1585,2022-12-17 12:15:00.000,132,168,80,30,29
1586,2022-12-17 12:30:00.000,134,165,80,30,29
1587,2022-12-17 12:45:00.000,126,162,80,30,27
1588,2022-12-17 13:00:00.000,125,157,80,30,26
1589,2022-12-17 13:15:00.000,120,168,80,30,26
1590,2022-12-17 13:30:00.000,119,162,80,30,25
1591,2022-12-17 13:45:00.000,110,179,80,30,26
1592,2022-12-17 14:00:00.000,109,175,80,30,25
1593,2022-12-17 14:15:00.000,108,184,80,30,26
1594,2022-12-17 14:30:00.000,98,175,80,30,23
1595,2022-12-17 14:45:00.000,98,177,80,30,23
1596,2022-12-17 15:00:00.000,95,162,80,30,21
1597,2022-12-17 15:15:00.000,94,177,80,30,22
1598,2022-12-17 15:30:00.000,96,167,80,30,22
1599,2022-12-17 15:45:00.000,90,161,80,30,20
1600,2022-12-17 16:00:00.000,87,150,80,30,18
1601,2022-12-17 16:15:00.000,83,162,80,30,18
1602,2022-12-17 16:30:00.000,79,170,80,30,19
1603,2022-12-17 16:45:00.000,79,170,80,30,19
1604,2022-12-17 17:00:00.000,68,160,80,30,15
1605,2022-12-17 17:15:00.000,65,154,80,30,14
1606,2022-12-17 17:30:00.000,60,167,80,30,14
1607,2022-12-17 17:45:00.000,54,159,80,30,13
1608,2022-12-17 18:00:00.000,54,161,80,30,13
1609,2022-12-17 18:15:00.000,56,151,80,30,12
1610,2022-12-17 18:30:00.000,54,162,80,30,13
1611,2022-12-17 18:45:00.000,45,156,80,30,11
1612,2022-12-17 19:00:00.000,45,175,80,30,12
1613,2022-12-17 19:15:00.000,37,151,80,30,9
1614,2022-12-17 19:30:00.000,40,151,80,30,10
1615,2022-12-17 19:45:00.000,33,141,80,30,8
1616,2022-12-17 20:00:00.000,37,156,80,30,9
1617,2022-12-17 20:15:00.000,30,169,80,30,8
1618,2022-12-17 20:30:00.000,33,184,80,30,10
1619,2022-12-17 20:45:00.000,26,174,80,30,8
1620,2022-12-17 21:00:00.000,29,175,80,30,8
1621,2022-12-17 21:15:00.000,25,143,80,30,6
1622,2022-12-17 21:30:00.000,19,244,80,30,8
1623,2022-12-17 21:45:00.000,20,147,80,30,6
1624,2022-12-17 22:00:00.000,18,128,80,30,5
1625,2022-12-17 22:15:00.000,16,141,80,30,5
1626,2022-12-17 22:30:00.000,17,163,80,30,5
1627,2022-12-17 22:45:00.000,14,140,80,30,4
1628,2022-12-17 23:00:00.000,8,127,80,30,3
1629,2022-12-17 23:15:00.000,11,99,80,30,3
1630,2022-12-17 23:30:00.000,9,203,80,30,4
1631,2022-12-17 23:45:00.000,8,153,80,30,3
1632,2022-12-18 00:00:00.000,8,220,80,30,4
1633,2022-12-18 00:15:00.000,7,197,80,30,3
1634,2022-12-18 00:30:00.000,5,83,80,30,2
1635,2022-12-18 00:45:00.000,6,174,80,30,3
1636,2022-12-18 01:00:00.000,3,78,80,30,1
1637,2022-12-18 01:15:00.000,4,73,80,30,2
1638,2022-12-18 01:30:00.000,6,169,80,30,3
1639,2022-12-18 01:45:00.000,6,81,80,30,2
1640,2022-12-18 02:00:00.000,3,180,80,30,2
1641,2022-12-18 02:15:00.000,6,157,80,30,3
1642,2022-12-18 02:30:00.000,7,247,80,30,4
1643,2022-12-18 02:45:00.000,6,165,80,30,3
1644,2022-12-18 03:00:00.000,6,247,80,30,4
1645,2022-12-18 03:15:00.000,6,133,80,30,3
1646,2022-12-18 03:30:00.000,6,109,80,30,2
1647,2022-12-18 03:45:00.000,5,126,80,30,2
1648,2022-12-18 04:00:00.000,9,109,80,30,3
1649,2022-12-18 04:15:00.000,10,110,80,30,3
1650,2022-12-18 04:30:00.000,10,93,80,30,3
1651,2022-12-18 04:45:00.000,11,118,80,30,3
1652,2022-12-18 05:00:00.000,14,64,80,30,3
1653,2022-12-18 05:15:00.000,12,108,80,30,3
1654,2022-12-18 05:30:00.000,15,105,80,30,4
1655,2022-12-18 05:45:00.000,13,113,80,30,3
1656,2022-12-18 06:00:00.000,15,101,80,30,4
1657,2022-12-18 06:15:00.000,22,143,80,30,6
1658,2022-12-18 06:30:00.000,20,144,80,30,5
1659,2022-12-18 06:45:00.000,22,138,80,30,6
1660,2022-12-18 07:00:00.000,24,132,80,30,6
1661,2022-12-18 07:15:00.000,29,116,80,30,6
1662,2022-12-18 07:30:00.000,33,143,80,30,8
1663,2022-12-18 07:45:00.000,32,142,80,30,8
1664,2022-12-18 08:00:00.000,38,142,80,30,9
1665,2022-12-18 08:15:00.000,37,148,80,30,9
1666,2022-12-18 08:30:00.000,41,160,80,30,10
1667,2022-12-18 08:45:00.000,45,159,80,30,11
1668,2022-12-18 09:00:00.000,52,154,80,30,12
1669,2022-12-18 09:15:00.000,61,154,80,30,14
1670,2022-12-18 09:30:00.000,66,150,80,30,14
1671,2022-12-18 09:45:00.000,65,146,80,30,14
1672,2022-12-18 10:00:00.000,67,143,80,30,14
1673,2022-12-18 10:15:00.000,74,155,80,30,16
1674,2022-12-18 10:30:00.000,74,147,80,30,15
1675,2022-12-18 10:45:00.000,81,150,80,30,17
1676,2022-12-18 11:00:00.000,79,148,80,30,16
1677,2022-12-18 11:15:00.000,81,156,80,30,18
1678,2022-12-18 11:30:00.000,88,170,80,30,20
1679,2022-12-18 11:45:00.000,78,156,80,30,17
1680,2022-12-18 12:00:00.000,80,149,80,30,17
1681,2022-12-18 12:15:00.000,78,158,80,30,17
1682,2022-12-18 12:30:00.000,82,156,80,30,18
1683,2022-12-18 12:45:00.000,75,162,80,30,17
1684,2022-12-18 13:00:00.000,75,175,80,30,18
1685,2022-12-18 13:15:00.000,74,151,80,30,16
1686,2022-12-18 13:30:00.000,72,155,80,30,16
1687,2022-12-18 13:45:00.000,72,161,80,30,16
1688,2022-12-18 14:00:00.000,70,130,80,30,13
1689,2022-12-18 14:15:00.000,68,132,80,30,13
1690,2022-12-18 14:30:00.000,68,137,80,30,13
1691,2022-12-18 14:45:00.000,67,156,80,30,15
1692,2022-12-18 15:00:00.000,67,155,80,30,15
1693,2022-12-18 15:15:00.000,65,184,80,30,17
1694,2022-12-18 15:30:00.000,60,150,80,30,13
1695,2022-12-18 15:45:00.000,64,163,80,30,15
1696,2022-12-18 16:00:00.000,56,141,80,30,12
1697,2022-12-18 16:15:00.000,57,143,80,30,12
1698,2022-12-18 16:30:00.000,61,157,80,30,14
1699,2022-12-18 16:45:00.000,55,150,80,30,12
1700,2022-12-18 17:00:00.000,55,147,80,30,12
1701,2022-12-18 17:15:00.000,52,149,80,30,12
1702,2022-12-18 17:30:00.000,52,146,80,30,11
1703,2022-12-18 17:45:00.000,52,155,80,30,12
1704,2022-12-18 18:00:00.000,46,155,80,30,11
1705,2022-12-18 18:15:00.000,45,145,80,30,10
1706,2022-12-18 18:30:00.000,45,154,80,30,11
1707,2022-12-18 18:45:00.000,43,144,80,30,10
1708,2022-12-18 19:00:00.000,41,141,80,30,9
1709,2022-12-18 19:15:00.000,36,143,80,30,8
1710,2022-12-18 19:30:00.000,37,163,80,30,10
1711,2022-12-18 19:45:00.000,35,174,80,30,10
1712,2022-12-18 20:00:00.000,32,150,80,30,8
1713,2022-12-18 20:15:00.000,29,163,80,30,8
1714,2022-12-18 20:30:00.000,29,143,80,30,7
1715,2022-12-18 20:45:00.000,30,140,80,30,7
1716,2022-12-18 21:00:00.000,28,167,80,30,8
1717,2022-12-18 21:15:00.000,24,195,80,30,8
1718,2022-12-18 21:30:00.000,21,206,80,30,8
1719,2022-12-18 21:45:00.000,23,142,80,30,6
1720,2022-12-18 22:00:00.000,19,181,80,30,6
1721,2022-12-18 22:15:00.000,17,150,80,30,5
1722,2022-12-18 22:30:00.000,15,199,80,30,6
1723,2022-12-18 22:45:00.000,11,119,80,30,3
1724,2022-12-18 23:00:00.000,11,126,80,30,3
1725,2022-12-18 23:15:00.000,9,71,80,30,2
1726,2022-12-18 23:30:00.000,9,93,80,30,3
1727,2022-12-18 23:45:00.000,7,153,80,30,3
1728,2022-12-19 00:00:00.000,8,150,80,30,3
1729,2022-12-19 00:15:00.000,4,83,80,30,2
1730,2022-12-19 00:30:00.000,7,256,80,30,4
1731,2022-12-19 00:45:00.000,8,84,80,30,2
1732,2022-12-19 01:00:00.000,6,147,80,30,3
1733,2022-12-19 01:15:00.000,13,80,80,30,3
1734,2022-12-19 01:30:00.000,13,168,80,30,5
1735,2022-12-19 01:45:00.000,10,143,80,30,4
1736,2022-12-19 02:00:00.000,15,128,80,30,4
1737,2022-12-19 02:15:00.000,18,180,80,30,6
1738,2022-12-19 02:30:00.000,23,124,80,30,5
1739,2022-12-19 02:45:00.000,28,166,80,30,8
1740,2022-12-19 03:00:00.000,41,209,80,30,13
1741,2022-12-19 03:15:00.000,33,214,80,30,11
1742,2022-12-19 03:30:00.000,38,159,80,30,10
1743,2022-12-19 03:45:00.000,47,122,80,30,9
1744,2022-12-19 04:00:00.000,49,153,80,30,11
1745,2022-12-19 04:15:00.000,59,165,80,30,14
1746,2022-12-19 04:30:00.000,60,157,80,30,14
1747,2022-12-19 04:45:00.000,68,154,80,30,15
1748,2022-12-19 05:00:00.000,81,159,80,30,18
1749,2022-12-19 05:15:00.000,106,239,80,30,33
1750,2022-12-19 05:30:00.000,107,242,80,30,34
1751,2022-12-19 05:45:00.000,124,260,80,30,41
1752,2022-12-19 06:00:00.000,125,163,80,30,27
1753,2022-12-19 06:15:00.000,138,507,80,30,86
1754,2022-12-19 06:30:00.000,146,217,80,30,40
1755,2022-12-19 06:45:00.000,165,256,80,30,53
1756,2022-12-19 07:00:00.000,176,376,80,30,81
1757,2022-12-19 07:15:00.000,197,388,80,30,93
1758,2022-12-19 07:30:00.000,231,310,80,30,87
1759,2022-12-19 07:45:00.000,256,270,80,30,83
1760,2022-12-19 08:00:00.000,281,366,80,30,122
1761,2022-12-19 08:15:00.000,311,261,80,30,97
1762,2022-12-19 08:30:00.000,356,359,80,30,151
1763,2022-12-19 08:45:00.000,387,350,80,30,159
1764,2022-12-19 09:00:00.000,446,446,80,30,232
1765,2022-12-19 09:15:00.000,531,350,80,30,216
1766,2022-12-19 09:30:00.000,601,435,80,30,302
1767,2022-12-19 09:45:00.000,635,470,80,30,344
1768,2022-12-19 10:00:00.000,658,471,80,30,357
1769,2022-12-19 10:15:00.000,679,451,80,30,352
1770,2022-12-19 10:30:00.000,689,432,80,30,342
1771,2022-12-19 10:45:00.000,695,467,80,30,373
1772,2022-12-19 11:00:00.000,708,504,80,30,409
1773,2022-12-19 11:15:00.000,708,499,80,30,405
1774,2022-12-19 11:30:00.000,697,474,80,30,380
1775,2022-12-19 11:45:00.000,696,380,80,30,305
1776,2022-12-19 12:00:00.000,693,439,80,30,350
1777,2022-12-19 12:15:00.000,692,582,80,30,462
1778,2022-12-19 12:30:00.000,696,470,80,30,376
1779,2022-12-19 12:45:00.000,692,576,80,30,457
1780,2022-12-19 13:00:00.000,680,454,80,30,355
1781,2022-12-19 13:15:00.000,653,466,80,30,350
1782,2022-12-19 13:30:00.000,651,420,80,30,315
1783,2022-12-19 13:45:00.000,638,469,80,30,345
1784,2022-12-19 14:00:00.000,639,471,80,30,346
1785,2022-12-19 14:15:00.000,649,490,80,30,366
1786,2022-12-19 14:30:00.000,659,431,80,30,327
1787,2022-12-19 14:45:00.000,664,454,80,30,347
1788,2022-12-19 15:00:00.000,650,471,80,30,352
1789,2022-12-19 15:15:00.000,626,415,80,30,300
1790,2022-12-19 15:30:00.000,609,558,80,30,391
1791,2022-12-19 15:45:00.000,599,583,80,30,402
1792,2022-12-19 16:00:00.000,566,504,80,30,329
1793,2022-12-19 16:15:00.000,527,557,80,30,339
1794,2022-12-19 16:30:00.000,502,455,80,30,265
1795,2022-12-19 16:45:00.000,466,495,80,30,268
1796,2022-12-19 17:00:00.000,420,584,80,30,285
1797,2022-12-19 17:15:00.000,384,482,80,30,216
1798,2022-12-19 17:30:00.000,357,369,80,30,155
1799,2022-12-19 17:45:00.000,316,438,80,30,163
1800,2022-12-19 18:00:00.000,291,369,80,30,128
1801,2022-12-19 18:15:00.000,232,592,80,30,163
1802,2022-12-19 18:30:00.000,200,291,80,30,71
1803,2022-12-19 18:45:00.000,177,566,80,30,120
1804,2022-12-19 19:00:00.000,160,657,80,30,126
1805,2022-12-19 19:15:00.000,133,380,80,30,63
1806,2022-12-19 19:30:00.000,122,504,80,30,76
1807,2022-12-19 19:45:00.000,111,188,80,30,27
1808,2022-12-19 20:00:00.000,100,175,80,30,23
1809,2022-12-19 20:15:00.000,90,448,80,30,51
1810,2022-12-19 20:30:00.000,90,166,80,30,20
1811,2022-12-19 20:45:00.000,84,587,80,30,62
1812,2022-12-19 21:00:00.000,74,170,80,30,18
