,tc,call_volume,aht,service_level,art,positions,resources_shifts
478,2022-12-05 23:30:00.000,20,211,80,30,7,10
479,2022-12-05 23:45:00.000,15,180,80,30,5,10
480,2022-12-06 00:00:00.000,14,176,80,30,5,11
481,2022-12-06 00:15:00.000,11,174,80,30,4,11
482,2022-12-06 00:30:00.000,11,163,80,30,4,11
483,2022-12-06 00:45:00.000,12,154,80,30,4,11
484,2022-12-06 01:00:00.000,10,153,80,30,4,11
485,2022-12-06 01:15:00.000,12,139,80,30,4,11
486,2022-12-06 01:30:00.000,12,185,80,30,5,11
487,2022-12-06 01:45:00.000,14,186,80,30,5,11
488,2022-12-06 02:00:00.000,16,160,80,30,5,11
489,2022-12-06 02:15:00.000,23,152,80,30,6,11
490,2022-12-06 02:30:00.000,26,252,80,30,10,11
491,2022-12-06 02:45:00.000,27,177,80,30,8,11
492,2022-12-06 03:00:00.000,32,296,80,30,14,11
493,2022-12-06 03:15:00.000,35,143,80,30,8,11
494,2022-12-06 03:30:00.000,43,165,80,30,11,11
495,2022-12-06 03:45:00.000,42,179,80,30,11,11
496,2022-12-06 04:00:00.000,53,345,80,30,25,11
497,2022-12-06 04:15:00.000,56,214,80,30,17,11
498,2022-12-06 04:30:00.000,60,161,80,30,14,11
499,2022-12-06 04:45:00.000,62,170,80,30,15,11
500,2022-12-06 05:00:00.000,73,163,80,30,17,11
501,2022-12-06 05:15:00.000,89,167,80,30,20,11
502,2022-12-06 05:30:00.000,100,293,80,30,38,11
503,2022-12-06 05:45:00.000,106,203,80,30,28,11
504,2022-12-06 06:00:00.000,118,521,80,30,76,6
505,2022-12-06 06:15:00.000,126,405,80,30,63,5
506,2022-12-06 06:30:00.000,149,268,80,30,50,5
507,2022-12-06 06:45:00.000,151,397,80,30,74,0
508,2022-12-06 07:00:00.000,185,515,80,30,115,0
509,2022-12-06 07:15:00.000,195,431,80,30,101,0
510,2022-12-06 07:30:00.000,223,171,80,30,47,0
511,2022-12-06 07:45:00.000,243,662,80,30,190,0
512,2022-12-06 08:00:00.000,277,319,80,30,106,0
513,2022-12-06 08:15:00.000,307,351,80,30,128,0
514,2022-12-06 08:30:00.000,353,412,80,30,171,0
515,2022-12-06 08:45:00.000,397,536,80,30,248,0
516,2022-12-06 09:00:00.000,458,403,80,30,215,0
517,2022-12-06 09:15:00.000,516,581,80,30,346,0
518,2022-12-06 09:30:00.000,604,544,80,30,378,0
519,2022-12-06 09:45:00.000,632,525,80,30,382,0
520,2022-12-06 10:00:00.000,653,527,80,30,395,0
521,2022-12-06 10:15:00.000,672,506,80,30,391,0
522,2022-12-06 10:30:00.000,679,510,80,30,398,0
523,2022-12-06 10:45:00.000,666,470,80,30,360,0
524,2022-12-06 11:00:00.000,657,460,80,30,348,0
525,2022-12-06 11:15:00.000,663,552,80,30,420,0
526,2022-12-06 11:30:00.000,654,499,80,30,375,0
527,2022-12-06 11:45:00.000,627,433,80,30,313,0
528,2022-12-06 12:00:00.000,618,632,80,30,449,0
529,2022-12-06 12:15:00.000,607,479,80,30,335,0
530,2022-12-06 12:30:00.000,605,609,80,30,424,0
531,2022-12-06 12:45:00.000,596,403,80,30,278,0
532,2022-12-06 13:00:00.000,582,447,80,30,300,0
533,2022-12-06 13:15:00.000,576,456,80,30,303,0
534,2022-12-06 13:30:00.000,577,429,80,30,286,0
535,2022-12-06 13:45:00.000,571,376,80,30,249,0
536,2022-12-06 14:00:00.000,582,424,80,30,285,0
537,2022-12-06 14:15:00.000,571,434,80,30,286,0
538,2022-12-06 14:30:00.000,554,381,80,30,245,0
539,2022-12-06 14:45:00.000,550,547,80,30,347,0
540,2022-12-06 15:00:00.000,530,447,80,30,274,0
541,2022-12-06 15:15:00.000,522,477,80,30,288,0
542,2022-12-06 15:30:00.000,511,518,80,30,306,0
543,2022-12-06 15:45:00.000,494,447,80,30,256,0
544,2022-12-06 16:00:00.000,461,438,80,30,235,0
545,2022-12-06 16:15:00.000,442,431,80,30,222,0
546,2022-12-06 16:30:00.000,435,501,80,30,253,0
547,2022-12-06 16:45:00.000,391,472,80,30,216,0
548,2022-12-06 17:00:00.000,370,383,80,30,167,0
549,2022-12-06 17:15:00.000,329,432,80,30,167,0
550,2022-12-06 17:30:00.000,298,489,80,30,172,0
551,2022-12-06 17:45:00.000,270,498,80,30,159,0
552,2022-12-06 18:00:00.000,231,501,80,30,138,0
553,2022-12-06 18:15:00.000,188,575,80,30,130,0
554,2022-12-06 18:30:00.000,173,414,80,30,87,0
555,2022-12-06 18:45:00.000,147,643,80,30,114,0
556,2022-12-06 19:00:00.000,136,330,80,30,56,0
557,2022-12-06 19:15:00.000,117,280,80,30,42,0
558,2022-12-06 19:30:00.000,104,323,80,30,43,0
559,2022-12-06 19:45:00.000,94,217,80,30,27,0
560,2022-12-06 20:00:00.000,91,248,80,30,30,0
561,2022-12-06 20:15:00.000,75,155,80,30,16,0
562,2022-12-06 20:30:00.000,71,166,80,30,17,0
563,2022-12-06 20:45:00.000,66,411,80,30,36,0
564,2022-12-06 21:00:00.000,62,160,80,30,14,5
565,2022-12-06 21:15:00.000,52,372,80,30,26,6
566,2022-12-06 21:30:00.000,43,175,80,30,11,6
567,2022-12-06 21:45:00.000,44,161,80,30,11,11
568,2022-12-06 22:00:00.000,37,180,80,30,10,11
569,2022-12-06 22:15:00.000,29,181,80,30,9,11
570,2022-12-06 22:30:00.000,30,170,80,30,8,11
571,2022-12-06 22:45:00.000,23,189,80,30,8,11
572,2022-12-06 23:00:00.000,22,204,80,30,8,11
573,2022-12-06 23:15:00.000,21,190,80,30,7,11
574,2022-12-06 23:30:00.000,15,191,80,30,6,11
575,2022-12-06 23:45:00.000,14,167,80,30,5,11
576,2022-12-07 00:00:00.000,13,186,80,30,5,12
577,2022-12-07 00:15:00.000,14,167,80,30,5,12
578,2022-12-07 00:30:00.000,11,122,80,30,3,12
579,2022-12-07 00:45:00.000,13,169,80,30,5,12
580,2022-12-07 01:00:00.000,11,135,80,30,4,12
581,2022-12-07 01:15:00.000,14,189,80,30,5,12
582,2022-12-07 01:30:00.000,12,149,80,30,4,12
583,2022-12-07 01:45:00.000,16,144,80,30,5,12
584,2022-12-07 02:00:00.000,14,344,80,30,8,12
585,2022-12-07 02:15:00.000,19,146,80,30,5,12
586,2022-12-07 02:30:00.000,25,196,80,30,8,12
587,2022-12-07 02:45:00.000,28,255,80,30,11,12
588,2022-12-07 03:00:00.000,34,252,80,30,13,12
589,2022-12-07 03:15:00.000,36,345,80,30,18,12
590,2022-12-07 03:30:00.000,37,158,80,30,9,12
591,2022-12-07 03:45:00.000,44,171,80,30,11,12
592,2022-12-07 04:00:00.000,48,159,80,30,12,12
593,2022-12-07 04:15:00.000,54,258,80,30,20,12
594,2022-12-07 04:30:00.000,58,404,80,30,31,12
595,2022-12-07 04:45:00.000,74,162,80,30,17,12
596,2022-12-07 05:00:00.000,71,457,80,30,42,12
597,2022-12-07 05:15:00.000,82,176,80,30,20,12
598,2022-12-07 05:30:00.000,90,282,80,30,33,12
599,2022-12-07 05:45:00.000,104,234,80,30,32,12
600,2022-12-07 06:00:00.000,118,270,80,30,41,5
601,2022-12-07 06:15:00.000,120,228,80,30,35,5
602,2022-12-07 06:30:00.000,137,162,80,30,29,4
603,2022-12-07 06:45:00.000,145,167,80,30,31,0
604,2022-12-07 07:00:00.000,161,496,80,30,97,0
605,2022-12-07 07:15:00.000,184,352,80,30,79,0
606,2022-12-07 07:30:00.000,195,346,80,30,82,0
607,2022-12-07 07:45:00.000,210,307,80,30,78,0
608,2022-12-07 08:00:00.000,245,427,80,30,125,0
609,2022-12-07 08:15:00.000,274,216,80,30,72,0
610,2022-12-07 08:30:00.000,317,216,80,30,82,0
611,2022-12-07 08:45:00.000,357,316,80,30,133,0
612,2022-12-07 09:00:00.000,410,460,80,30,220,0
613,2022-12-07 09:15:00.000,478,456,80,30,253,0
614,2022-12-07 09:30:00.000,553,428,80,30,274,0
615,2022-12-07 09:45:00.000,572,442,80,30,292,0
616,2022-12-07 10:00:00.000,596,470,80,30,323,0
617,2022-12-07 10:15:00.000,615,458,80,30,325,0
618,2022-12-07 10:30:00.000,640,446,80,30,329,0
619,2022-12-07 10:45:00.000,634,459,80,30,335,0
620,2022-12-07 11:00:00.000,639,486,80,30,357,0
621,2022-12-07 11:15:00.000,631,424,80,30,308,0
622,2022-12-07 11:30:00.000,623,515,80,30,369,0
623,2022-12-07 11:45:00.000,608,540,80,30,378,0
624,2022-12-07 12:00:00.000,606,445,80,30,311,0
625,2022-12-07 12:15:00.000,582,513,80,30,344,0
626,2022-12-07 12:30:00.000,558,456,80,30,294,0
627,2022-12-07 12:45:00.000,554,449,80,30,288,0
628,2022-12-07 13:00:00.000,552,413,80,30,264,0
629,2022-12-07 13:15:00.000,554,485,80,30,310,0
630,2022-12-07 13:30:00.000,551,472,80,30,301,0
631,2022-12-07 13:45:00.000,557,579,80,30,372,0
632,2022-12-07 14:00:00.000,549,548,80,30,347,0
633,2022-12-07 14:15:00.000,550,490,80,30,311,0
634,2022-12-07 14:30:00.000,554,526,80,30,336,0
635,2022-12-07 14:45:00.000,536,558,80,30,345,0
636,2022-12-07 15:00:00.000,530,466,80,30,286,0
637,2022-12-07 15:15:00.000,509,430,80,30,254,0
638,2022-12-07 15:30:00.000,515,470,80,30,280,0
639,2022-12-07 15:45:00.000,502,487,80,30,283,0
640,2022-12-07 16:00:00.000,476,380,80,30,211,0
641,2022-12-07 16:15:00.000,448,525,80,30,273,0
642,2022-12-07 16:30:00.000,420,430,80,30,211,0
643,2022-12-07 16:45:00.000,383,372,80,30,167,0
644,2022-12-07 17:00:00.000,356,518,80,30,216,0
645,2022-12-07 17:15:00.000,307,354,80,30,129,0
646,2022-12-07 17:30:00.000,287,554,80,30,187,0
647,2022-12-07 17:45:00.000,256,421,80,30,128,0
648,2022-12-07 18:00:00.000,235,376,80,30,106,0
649,2022-12-07 18:15:00.000,186,447,80,30,100,0
650,2022-12-07 18:30:00.000,169,286,80,30,60,0
651,2022-12-07 18:45:00.000,155,249,80,30,48,0
652,2022-12-07 19:00:00.000,144,281,80,30,51,0
653,2022-12-07 19:15:00.000,111,410,80,30,57,0
654,2022-12-07 19:30:00.000,105,357,80,30,48,0
655,2022-12-07 19:45:00.000,97,240,80,30,30,0
656,2022-12-07 20:00:00.000,85,319,80,30,35,0
657,2022-12-07 20:15:00.000,74,189,80,30,19,0
658,2022-12-07 20:30:00.000,66,179,80,30,17,0
659,2022-12-07 20:45:00.000,60,196,80,30,17,0
660,2022-12-07 21:00:00.000,57,435,80,30,33,7
661,2022-12-07 21:15:00.000,56,180,80,30,15,7
662,2022-12-07 21:30:00.000,48,381,80,30,25,8
663,2022-12-07 21:45:00.000,41,199,80,30,12,12
664,2022-12-07 22:00:00.000,38,188,80,30,11,12
665,2022-12-07 22:15:00.000,36,216,80,30,12,12
666,2022-12-07 22:30:00.000,32,190,80,30,10,12
667,2022-12-07 22:45:00.000,22,196,80,30,7,12
668,2022-12-07 23:00:00.000,23,152,80,30,6,12
669,2022-12-07 23:15:00.000,18,196,80,30,6,12
670,2022-12-07 23:30:00.000,15,185,80,30,5,12
671,2022-12-07 23:45:00.000,14,198,80,30,5,12
672,2022-12-08 00:00:00.000,13,162,80,30,4,11
673,2022-12-08 00:15:00.000,11,192,80,30,5,11
674,2022-12-08 00:30:00.000,12,168,80,30,4,11
675,2022-12-08 00:45:00.000,8,172,80,30,3,11
676,2022-12-08 01:00:00.000,13,181,80,30,5,11
677,2022-12-08 01:15:00.000,9,172,80,30,4,11
678,2022-12-08 01:30:00.000,12,165,80,30,4,11
679,2022-12-08 01:45:00.000,17,159,80,30,5,11
680,2022-12-08 02:00:00.000,14,156,80,30,5,11
681,2022-12-08 02:15:00.000,22,143,80,30,6,11
682,2022-12-08 02:30:00.000,23,233,80,30,9,11
683,2022-12-08 02:45:00.000,26,142,80,30,7,11
684,2022-12-08 03:00:00.000,31,210,80,30,10,11
685,2022-12-08 03:15:00.000,35,229,80,30,12,11
686,2022-12-08 03:30:00.000,41,202,80,30,12,11
687,2022-12-08 03:45:00.000,39,184,80,30,11,11
688,2022-12-08 04:00:00.000,43,160,80,30,11,11
689,2022-12-08 04:15:00.000,57,167,80,30,14,11
690,2022-12-08 04:30:00.000,57,290,80,30,23,11
691,2022-12-08 04:45:00.000,65,287,80,30,25,11
692,2022-12-08 05:00:00.000,74,156,80,30,16,11
693,2022-12-08 05:15:00.000,77,313,80,30,32,11
694,2022-12-08 05:30:00.000,102,386,80,30,50,11
695,2022-12-08 05:45:00.000,101,416,80,30,53,11
696,2022-12-08 06:00:00.000,108,356,80,30,49,5
697,2022-12-08 06:15:00.000,114,339,80,30,49,4
698,2022-12-08 06:30:00.000,126,167,80,30,27,2
699,2022-12-08 06:45:00.000,132,207,80,30,35,0
700,2022-12-08 07:00:00.000,157,347,80,30,67,0
701,2022-12-08 07:15:00.000,188,330,80,30,76,0
702,2022-12-08 07:30:00.000,199,331,80,30,80,0
703,2022-12-08 07:45:00.000,221,252,80,30,68,0
704,2022-12-08 08:00:00.000,242,266,80,30,78,0
705,2022-12-08 08:15:00.000,274,421,80,30,137,0
706,2022-12-08 08:30:00.000,310,422,80,30,155,0
707,2022-12-08 08:45:00.000,336,414,80,30,164,0
708,2022-12-08 09:00:00.000,394,487,80,30,224,0
709,2022-12-08 09:15:00.000,454,383,80,30,203,0
710,2022-12-08 09:30:00.000,525,391,80,30,238,0
711,2022-12-08 09:45:00.000,543,544,80,30,341,0
712,2022-12-08 10:00:00.000,575,476,80,30,316,0
713,2022-12-08 10:15:00.000,595,488,80,30,335,0
714,2022-12-08 10:30:00.000,633,509,80,30,371,0
715,2022-12-08 10:45:00.000,626,485,80,30,350,0
716,2022-12-08 11:00:00.000,619,475,80,30,339,0
717,2022-12-08 11:15:00.000,611,419,80,30,295,0
718,2022-12-08 11:30:00.000,613,444,80,30,314,0
719,2022-12-08 11:45:00.000,596,446,80,30,307,0
720,2022-12-08 12:00:00.000,583,486,80,30,327,0
721,2022-12-08 12:15:00.000,576,455,80,30,303,0
722,2022-12-08 12:30:00.000,567,483,80,30,316,0
723,2022-12-08 12:45:00.000,548,424,80,30,269,0
724,2022-12-08 13:00:00.000,539,399,80,30,249,0
725,2022-12-08 13:15:00.000,536,503,80,30,312,0
726,2022-12-08 13:30:00.000,544,490,80,30,308,0
727,2022-12-08 13:45:00.000,535,518,80,30,320,0
728,2022-12-08 14:00:00.000,553,482,80,30,308,0
729,2022-12-08 14:15:00.000,560,561,80,30,362,0
730,2022-12-08 14:30:00.000,554,473,80,30,303,0
731,2022-12-08 14:45:00.000,526,487,80,30,296,0
732,2022-12-08 15:00:00.000,504,486,80,30,284,0
733,2022-12-08 15:15:00.000,494,504,80,30,288,0
734,2022-12-08 15:30:00.000,490,534,80,30,303,0
735,2022-12-08 15:45:00.000,474,437,80,30,241,0
736,2022-12-08 16:00:00.000,442,480,80,30,247,0
737,2022-12-08 16:15:00.000,436,457,80,30,232,0
738,2022-12-08 16:30:00.000,417,488,80,30,237,0
739,2022-12-08 16:45:00.000,384,422,80,30,190,0
740,2022-12-08 17:00:00.000,363,465,80,30,198,0
741,2022-12-08 17:15:00.000,316,530,80,30,197,0
742,2022-12-08 17:30:00.000,278,436,80,30,144,0
743,2022-12-08 17:45:00.000,257,421,80,30,129,0
744,2022-12-08 18:00:00.000,238,604,80,30,170,0
745,2022-12-08 18:15:00.000,185,821,80,30,180,0
746,2022-12-08 18:30:00.000,158,625,80,30,119,0
747,2022-12-08 18:45:00.000,139,224,80,30,40,0
748,2022-12-08 19:00:00.000,129,558,80,30,88,0
749,2022-12-08 19:15:00.000,106,421,80,30,56,0
750,2022-12-08 19:30:00.000,108,490,80,30,66,0
751,2022-12-08 19:45:00.000,87,327,80,30,37,0
752,2022-12-08 20:00:00.000,91,289,80,30,34,0
753,2022-12-08 20:15:00.000,70,450,80,30,41,0
754,2022-12-08 20:30:00.000,71,173,80,30,17,0
755,2022-12-08 20:45:00.000,54,195,80,30,15,0
756,2022-12-08 21:00:00.000,58,192,80,30,16,6
757,2022-12-08 21:15:00.000,50,185,80,30,14,7
758,2022-12-08 21:30:00.000,44,178,80,30,12,9
759,2022-12-08 21:45:00.000,45,157,80,30,11,11
760,2022-12-08 22:00:00.000,38,149,80,30,9,11
761,2022-12-08 22:15:00.000,31,153,80,30,8,11
762,2022-12-08 22:30:00.000,25,154,80,30,7,11
763,2022-12-08 22:45:00.000,20,158,80,30,6,11
764,2022-12-08 23:00:00.000,22,156,80,30,6,11
765,2022-12-08 23:15:00.000,17,170,80,30,6,11
766,2022-12-08 23:30:00.000,19,217,80,30,7,11
767,2022-12-08 23:45:00.000,15,198,80,30,6,11
768,2022-12-09 00:00:00.000,10,160,80,30,4,9
769,2022-12-09 00:15:00.000,13,165,80,30,5,9
770,2022-12-09 00:30:00.000,12,99,80,30,3,9
771,2022-12-09 00:45:00.000,8,137,80,30,3,9
772,2022-12-09 01:00:00.000,10,148,80,30,4,9
773,2022-12-09 01:15:00.000,13,167,80,30,5,9
774,2022-12-09 01:30:00.000,9,166,80,30,4,9
775,2022-12-09 01:45:00.000,13,151,80,30,4,9
776,2022-12-09 02:00:00.000,16,149,80,30,5,9
777,2022-12-09 02:15:00.000,21,213,80,30,8,9
778,2022-12-09 02:30:00.000,21,195,80,30,7,9
779,2022-12-09 02:45:00.000,24,201,80,30,8,9
780,2022-12-09 03:00:00.000,30,176,80,30,9,9
781,2022-12-09 03:15:00.000,35,189,80,30,10,9
782,2022-12-09 03:30:00.000,33,133,80,30,7,9
783,2022-12-09 03:45:00.000,41,129,80,30,9,9
784,2022-12-09 04:00:00.000,52,147,80,30,11,9
785,2022-12-09 04:15:00.000,51,302,80,30,21,9
786,2022-12-09 04:30:00.000,63,164,80,30,15,9
787,2022-12-09 04:45:00.000,60,175,80,30,15,9
788,2022-12-09 05:00:00.000,75,237,80,30,24,9
789,2022-12-09 05:15:00.000,81,242,80,30,26,9
790,2022-12-09 05:30:00.000,93,155,80,30,20,9
791,2022-12-09 05:45:00.000,90,281,80,30,33,9
792,2022-12-09 06:00:00.000,114,357,80,30,51,4
793,2022-12-09 06:15:00.000,116,163,80,30,25,4
794,2022-12-09 06:30:00.000,127,276,80,30,44,4
795,2022-12-09 06:45:00.000,129,362,80,30,58,0
796,2022-12-09 07:00:00.000,168,291,80,30,60,0
797,2022-12-09 07:15:00.000,189,322,80,30,74,0
798,2022-12-09 07:30:00.000,199,606,80,30,144,0
799,2022-12-09 07:45:00.000,209,555,80,30,138,0
800,2022-12-09 08:00:00.000,253,400,80,30,121,0
801,2022-12-09 08:15:00.000,279,293,80,30,98,0
802,2022-12-09 08:30:00.000,321,401,80,30,152,0
803,2022-12-09 08:45:00.000,370,332,80,30,145,0
804,2022-12-09 09:00:00.000,458,385,80,30,206,0
805,2022-12-09 09:15:00.000,488,378,80,30,215,0
806,2022-12-09 09:30:00.000,552,470,80,30,300,0
807,2022-12-09 09:45:00.000,568,476,80,30,312,0
808,2022-12-09 10:00:00.000,577,523,80,30,348,0
809,2022-12-09 10:15:00.000,599,495,80,30,342,0
810,2022-12-09 10:30:00.000,621,418,80,30,299,0
811,2022-12-09 10:45:00.000,625,437,80,30,315,0
812,2022-12-09 11:00:00.000,619,432,80,30,308,0
813,2022-12-09 11:15:00.000,605,422,80,30,295,0
814,2022-12-09 11:30:00.000,587,516,80,30,349,0
815,2022-12-09 11:45:00.000,579,544,80,30,363,0
816,2022-12-09 12:00:00.000,583,573,80,30,385,0
817,2022-12-09 12:15:00.000,573,509,80,30,336,0
818,2022-12-09 12:30:00.000,580,439,80,30,294,0
819,2022-12-09 12:45:00.000,556,433,80,30,278,0
820,2022-12-09 13:00:00.000,554,470,80,30,301,0
821,2022-12-09 13:15:00.000,560,499,80,30,323,0
822,2022-12-09 13:30:00.000,560,471,80,30,305,0
823,2022-12-09 13:45:00.000,559,384,80,30,249,0
824,2022-12-09 14:00:00.000,555,401,80,30,258,0
825,2022-12-09 14:15:00.000,548,417,80,30,265,0
826,2022-12-09 14:30:00.000,548,428,80,30,271,0
827,2022-12-09 14:45:00.000,528,456,80,30,279,0
828,2022-12-09 15:00:00.000,540,497,80,30,310,0
829,2022-12-09 15:15:00.000,515,571,80,30,340,0
830,2022-12-09 15:30:00.000,497,490,80,30,282,0
831,2022-12-09 15:45:00.000,472,481,80,30,264,0
832,2022-12-09 16:00:00.000,463,410,80,30,221,0
833,2022-12-09 16:15:00.000,437,353,80,30,180,0
834,2022-12-09 16:30:00.000,427,430,80,30,214,0
835,2022-12-09 16:45:00.000,384,409,80,30,184,0
836,2022-12-09 17:00:00.000,367,456,80,30,196,0
837,2022-12-09 17:15:00.000,306,515,80,30,185,0
838,2022-12-09 17:30:00.000,267,448,80,30,142,0
839,2022-12-09 17:45:00.000,247,430,80,30,127,0
840,2022-12-09 18:00:00.000,221,380,80,30,101,0
841,2022-12-09 18:15:00.000,180,530,80,30,115,0
842,2022-12-09 18:30:00.000,162,231,80,30,47,0
843,2022-12-09 18:45:00.000,139,403,80,30,69,0
844,2022-12-09 19:00:00.000,120,186,80,30,29,0
845,2022-12-09 19:15:00.000,95,259,80,30,32,0
846,2022-12-09 19:30:00.000,89,595,80,30,66,0
847,2022-12-09 19:45:00.000,88,197,80,30,23,0
848,2022-12-09 20:00:00.000,74,642,80,30,60,0
849,2022-12-09 20:15:00.000,64,178,80,30,16,0
850,2022-12-09 20:30:00.000,55,185,80,30,15,0
851,2022-12-09 20:45:00.000,56,176,80,30,14,0
852,2022-12-09 21:00:00.000,45,195,80,30,13,5
853,2022-12-09 21:15:00.000,43,176,80,30,12,5
854,2022-12-09 21:30:00.000,38,185,80,30,11,5
855,2022-12-09 21:45:00.000,32,167,80,30,9,9
856,2022-12-09 22:00:00.000,34,190,80,30,10,9
857,2022-12-09 22:15:00.000,30,180,80,30,9,9
858,2022-12-09 22:30:00.000,24,206,80,30,8,9
859,2022-12-09 22:45:00.000,17,146,80,30,5,9
860,2022-12-09 23:00:00.000,18,159,80,30,6,9
861,2022-12-09 23:15:00.000,16,115,80,30,4,9
862,2022-12-09 23:30:00.000,11,272,80,30,6,9
863,2022-12-09 23:45:00.000,12,203,80,30,5,9
864,2022-12-10 00:00:00.000,8,180,80,30,4,5
865,2022-12-10 00:15:00.000,6,140,80,30,3,5
866,2022-12-10 00:30:00.000,7,290,80,30,5,5
867,2022-12-10 00:45:00.000,6,167,80,30,3,5
868,2022-12-10 01:00:00.000,4,168,80,30,2,5
869,2022-12-10 01:15:00.000,4,118,80,30,2,5
870,2022-12-10 01:30:00.000,6,145,80,30,3,5
871,2022-12-10 01:45:00.000,9,155,80,30,3,5
872,2022-12-10 02:00:00.000,8,181,80,30,4,5
873,2022-12-10 02:15:00.000,8,147,80,30,3,5
874,2022-12-10 02:30:00.000,6,60,80,30,2,5
875,2022-12-10 02:45:00.000,10,167,80,30,4,5
876,2022-12-10 03:00:00.000,8,138,80,30,3,5
877,2022-12-10 03:15:00.000,11,161,80,30,4,5
878,2022-12-10 03:30:00.000,11,144,80,30,4,5
879,2022-12-10 03:45:00.000,12,120,80,30,3,5
880,2022-12-10 04:00:00.000,18,128,80,30,5,5
881,2022-12-10 04:15:00.000,17,121,80,30,4,5
882,2022-12-10 04:30:00.000,22,129,80,30,5,5
883,2022-12-10 04:45:00.000,17,130,80,30,5,5
884,2022-12-10 05:00:00.000,25,155,80,30,7,5
885,2022-12-10 05:15:00.000,29,129,80,30,7,5
886,2022-12-10 05:30:00.000,27,126,80,30,6,5
887,2022-12-10 05:45:00.000,31,152,80,30,8,5
888,2022-12-10 06:00:00.000,36,147,80,30,9,2
889,2022-12-10 06:15:00.000,37,154,80,30,9,2
890,2022-12-10 06:30:00.000,38,148,80,30,9,2
891,2022-12-10 06:45:00.000,41,162,80,30,10,0
892,2022-12-10 07:00:00.000,43,160,80,30,11,0
893,2022-12-10 07:15:00.000,48,151,80,30,11,0
894,2022-12-10 07:30:00.000,53,159,80,30,12,0
895,2022-12-10 07:45:00.000,58,253,80,30,20,0
896,2022-12-10 08:00:00.000,71,162,80,30,16,0
897,2022-12-10 08:15:00.000,76,257,80,30,26,0
898,2022-12-10 08:30:00.000,80,167,80,30,18,0
899,2022-12-10 08:45:00.000,84,156,80,30,18,0
900,2022-12-10 09:00:00.000,91,165,80,30,20,0
901,2022-12-10 09:15:00.000,100,163,80,30,22,0
902,2022-12-10 09:30:00.000,114,156,80,30,24,0
903,2022-12-10 09:45:00.000,123,170,80,30,27,0
904,2022-12-10 10:00:00.000,128,158,80,30,26,0
905,2022-12-10 10:15:00.000,134,165,80,30,29,0
906,2022-12-10 10:30:00.000,135,160,80,30,28,0
907,2022-12-10 10:45:00.000,137,177,80,30,31,0
908,2022-12-10 11:00:00.000,136,174,80,30,31,0
909,2022-12-10 11:15:00.000,138,206,80,30,36,0
910,2022-12-10 11:30:00.000,138,167,80,30,30,0
911,2022-12-10 11:45:00.000,135,168,80,30,29,0
912,2022-12-10 12:00:00.000,132,178,80,30,30,0
913,2022-12-10 12:15:00.000,129,168,80,30,28,0
914,2022-12-10 12:30:00.000,130,165,80,30,28,0
915,2022-12-10 12:45:00.000,122,175,80,30,28,0
916,2022-12-10 13:00:00.000,120,157,80,30,25,0
917,2022-12-10 13:15:00.000,118,168,80,30,26,0
918,2022-12-10 13:30:00.000,117,163,80,30,25,0
919,2022-12-10 13:45:00.000,106,179,80,30,25,0
920,2022-12-10 14:00:00.000,105,175,80,30,24,0
921,2022-12-10 14:15:00.000,105,184,80,30,26,0
922,2022-12-10 14:30:00.000,96,176,80,30,23,0
923,2022-12-10 14:45:00.000,96,177,80,30,23,0
924,2022-12-10 15:00:00.000,91,162,80,30,20,0
925,2022-12-10 15:15:00.000,92,177,80,30,22,0
926,2022-12-10 15:30:00.000,92,167,80,30,21,0
927,2022-12-10 15:45:00.000,89,162,80,30,20,0
928,2022-12-10 16:00:00.000,83,150,80,30,17,0
929,2022-12-10 16:15:00.000,81,163,80,30,18,0
930,2022-12-10 16:30:00.000,77,170,80,30,18,0
931,2022-12-10 16:45:00.000,76,171,80,30,18,0
932,2022-12-10 17:00:00.000,67,160,80,30,15,0
933,2022-12-10 17:15:00.000,62,154,80,30,14,0
934,2022-12-10 17:30:00.000,58,167,80,30,14,0
935,2022-12-10 17:45:00.000,56,159,80,30,13,0
936,2022-12-10 18:00:00.000,51,161,80,30,12,0
937,2022-12-10 18:15:00.000,55,151,80,30,12,0
938,2022-12-10 18:30:00.000,52,162,80,30,12,0
939,2022-12-10 18:45:00.000,44,157,80,30,11,0
940,2022-12-10 19:00:00.000,42,175,80,30,11,0
941,2022-12-10 19:15:00.000,35,151,80,30,9,0
942,2022-12-10 19:30:00.000,39,152,80,30,9,0
943,2022-12-10 19:45:00.000,33,141,80,30,8,0
944,2022-12-10 20:00:00.000,37,156,80,30,9,0
945,2022-12-10 20:15:00.000,29,169,80,30,8,0
946,2022-12-10 20:30:00.000,30,184,80,30,9,0
947,2022-12-10 20:45:00.000,26,174,80,30,8,0
948,2022-12-10 21:00:00.000,29,175,80,30,8,3
949,2022-12-10 21:15:00.000,23,143,80,30,6,3
950,2022-12-10 21:30:00.000,21,245,80,30,9,3
951,2022-12-10 21:45:00.000,17,147,80,30,5,5
952,2022-12-10 22:00:00.000,18,128,80,30,5,5
953,2022-12-10 22:15:00.000,16,141,80,30,5,5
954,2022-12-10 22:30:00.000,15,164,80,30,5,5
955,2022-12-10 22:45:00.000,14,140,80,30,4,5
956,2022-12-10 23:00:00.000,10,127,80,30,3,5
957,2022-12-10 23:15:00.000,9,99,80,30,3,5
958,2022-12-10 23:30:00.000,9,204,80,30,4,5
