tc,call_volume,aht,service_level,art,positions,positions_quantile
2023-03-05 06:30:00+03:00,137,412.86861313868616,80,30,70,70
2023-03-05 06:45:00+03:00,156,417.88461538461536,80,30,80,80
2023-03-05 07:00:00+03:00,166,414.2650602409639,80,30,84,84
2023-03-05 07:15:00+03:00,185,414.0486486486486,80,30,93,93
2023-03-05 07:30:00+03:00,218,413.0825688073394,80,30,108,108
2023-03-05 07:45:00+03:00,241,421.6058091286307,80,30,121,121
2023-03-05 08:00:00+03:00,264,415.06439393939394,80,30,130,130
2023-03-05 08:15:00+03:00,294,420.8775510204082,80,30,146,146
2023-03-05 08:30:00+03:00,335,422.955223880597,80,30,167,167
2023-03-05 08:45:00+03:00,365,439.3972602739726,80,30,188,188
2023-03-05 09:00:00+03:00,419,445.4510739856802,80,30,218,218
2023-03-05 09:15:00+03:00,500,450.692,80,30,261,261
2023-03-05 09:30:00+03:00,566,451.75265017667846,80,30,295,295
2023-03-05 09:45:00+03:00,600,456.6333333333333,80,30,316,316
2023-03-05 10:00:00+03:00,619,456.032310177706,80,30,325,325
2023-03-05 10:15:00+03:00,640,459.0296875,80,30,338,338
2023-03-05 10:30:00+03:00,650,454.05846153846153,80,30,340,340
2023-03-05 10:45:00+03:00,654,453.04128440366975,80,30,341,341
2023-03-05 11:00:00+03:00,667,450.2023988005997,80,30,346,346
2023-03-05 11:15:00+03:00,670,446.6626865671642,80,30,344,344
2023-03-05 11:30:00+03:00,655,447.7419847328245,80,30,338,338
2023-03-05 11:45:00+03:00,656,444.5106707317073,80,30,336,336
2023-03-05 12:00:00+03:00,655,452.28702290076336,80,30,341,341
2023-03-05 12:15:00+03:00,650,454.8630769230769,80,30,340,340
2023-03-05 12:30:00+03:00,657,453.6955859969559,80,30,343,343
2023-03-05 12:45:00+03:00,652,455.978527607362,80,30,342,342
2023-03-05 13:00:00+03:00,641,449.09984399375975,80,30,332,332
2023-03-05 13:15:00+03:00,614,448.5228013029316,80,30,318,318
2023-03-05 13:30:00+03:00,613,443.7030995106036,80,30,314,314
2023-03-05 13:45:00+03:00,601,447.3743760399335,80,30,310,310
2023-03-05 14:00:00+03:00,603,449.9419568822554,80,30,313,313
2023-03-05 14:15:00+03:00,609,452.3793103448276,80,30,318,318
2023-03-05 14:30:00+03:00,621,447.61674718196457,80,30,320,320
2023-03-05 14:45:00+03:00,627,447.1754385964912,80,30,323,323
2023-03-05 15:00:00+03:00,612,447.39869281045753,80,30,316,316
2023-03-05 15:15:00+03:00,591,451.98307952622673,80,30,308,308
2023-03-05 15:30:00+03:00,575,451.99652173913046,80,30,300,300
2023-03-05 15:45:00+03:00,564,456.9450354609929,80,30,298,298
2023-03-05 16:00:00+03:00,532,450.843984962406,80,30,278,278
2023-03-05 16:15:00+03:00,496,454.8729838709677,80,30,262,262
2023-03-05 16:30:00+03:00,473,452.45454545454544,80,30,249,249
2023-03-05 16:45:00+03:00,439,460.4259681093394,80,30,235,235
2023-03-05 17:00:00+03:00,397,461.3904282115869,80,30,214,214
2023-03-05 17:15:00+03:00,363,464.8512396694215,80,30,198,198
2023-03-05 17:30:00+03:00,334,456.3502994011976,80,30,179,179
2023-03-05 17:45:00+03:00,298,453.0,80,30,159,159
2023-03-05 18:00:00+03:00,273,434.0842490842491,80,30,141,141
2023-03-05 18:15:00+03:00,221,434.9457013574661,80,30,115,115
2023-03-05 18:30:00+03:00,186,424.010752688172,80,30,95,95
2023-03-05 18:45:00+03:00,168,430.0,80,30,88,88
2023-03-05 19:00:00+03:00,152,433.51973684210526,80,30,81,81
2023-03-05 19:15:00+03:00,125,428.624,80,30,66,66
2023-03-05 19:30:00+03:00,113,435.7699115044248,80,30,61,61
2023-03-05 19:45:00+03:00,105,432.8,80,30,57,57
2023-03-05 20:00:00+03:00,95,429.9473684210527,80,30,52,52
2023-03-05 20:15:00+03:00,83,428.10843373493975,80,30,46,46
2023-03-05 20:30:00+03:00,86,409.9302325581396,80,30,45,45
2023-03-05 20:45:00+03:00,79,422.46835443037975,80,30,43,43
2023-03-05 21:00:00+03:00,69,415.6376811594203,80,30,37,37
2023-03-05 21:15:00+03:00,57,432.8421052631579,80,30,33,33
2023-03-05 21:30:00+03:00,55,436.6181818181818,80,30,32,32
2023-03-05 21:45:00+03:00,51,447.5882352941176,80,30,31,31
2023-03-05 22:00:00+03:00,49,430.5102040816327,80,30,28,28
2023-03-05 22:15:00+03:00,35,428.0,80,30,21,21
2023-03-05 22:30:00+03:00,32,441.9375,80,30,20,20
2023-03-05 22:45:00+03:00,29,433.7931034482759,80,30,18,18
2023-03-05 23:00:00+03:00,26,453.9230769230769,80,30,17,17
2023-03-05 23:15:00+03:00,21,461.3333333333333,80,30,15,15
2023-03-05 23:30:00+03:00,20,514.55,80,30,15,15
2023-03-05 23:45:00+03:00,15,494.3333333333333,80,30,12,12
2023-03-06 00:00:00+03:00,14,475.2142857142857,80,30,11,11
2023-03-06 00:15:00+03:00,11,481.0,80,30,9,9
2023-03-06 00:30:00+03:00,11,442.09090909090907,80,30,8,8
2023-03-06 00:45:00+03:00,12,410.0,80,30,9,9
2023-03-06 01:00:00+03:00,10,394.0,80,30,7,7
2023-03-06 01:15:00+03:00,12,361.0,80,30,8,8
2023-03-06 01:30:00+03:00,12,396.0,80,30,8,8
2023-03-06 01:45:00+03:00,14,401.0,80,30,9,9
2023-03-06 02:00:00+03:00,16,395.8125,80,30,10,10
2023-03-06 02:15:00+03:00,23,393.7391304347826,80,30,14,14
2023-03-06 02:30:00+03:00,26,386.34615384615387,80,30,15,15
2023-03-06 02:45:00+03:00,27,401.962962962963,80,30,16,16
2023-03-06 03:00:00+03:00,32,376.8125,80,30,17,17
2023-03-06 03:15:00+03:00,35,397.57142857142856,80,30,20,20
2023-03-06 03:30:00+03:00,43,403.7441860465116,80,30,24,24
2023-03-06 03:45:00+03:00,42,455.3809523809524,80,30,26,26
2023-03-06 04:00:00+03:00,53,389.7735849056604,80,30,28,28
2023-03-06 04:15:00+03:00,56,401.4285714285714,80,30,30,30
2023-03-06 04:30:00+03:00,60,388.4,80,30,31,31
2023-03-06 04:45:00+03:00,62,400.7096774193548,80,30,33,33
2023-03-06 05:00:00+03:00,73,401.7671232876712,80,30,38,38
2023-03-06 05:15:00+03:00,89,411.0674157303371,80,30,47,47
2023-03-06 05:30:00+03:00,100,410.55,80,30,52,52
2023-03-06 05:45:00+03:00,106,419.2264150943397,80,30,56,56
2023-03-06 06:00:00+03:00,118,412.3559322033898,80,30,61,61
2023-03-06 06:15:00+03:00,126,428.9047619047619,80,30,67,67
2023-03-06 06:30:00+03:00,149,421.8926174496645,80,30,77,77
2023-03-06 06:45:00+03:00,151,420.9668874172185,80,30,78,78
2023-03-06 07:00:00+03:00,185,415.5135135135135,80,30,93,93
2023-03-06 07:15:00+03:00,195,418.5589743589744,80,30,99,99
2023-03-06 07:30:00+03:00,223,419.085201793722,80,30,112,112
2023-03-06 07:45:00+03:00,243,430.9917695473251,80,30,125,125
2023-03-06 08:00:00+03:00,277,431.42238267148014,80,30,142,142
2023-03-06 08:15:00+03:00,307,438.7752442996743,80,30,159,159
2023-03-06 08:30:00+03:00,353,443.1926345609065,80,30,184,184
2023-03-06 08:45:00+03:00,397,451.7178841309824,80,30,210,210
2023-03-06 09:00:00+03:00,458,447.17248908296943,80,30,238,238
2023-03-06 09:15:00+03:00,516,454.1124031007752,80,30,271,271
2023-03-06 09:30:00+03:00,604,458.8973509933775,80,30,320,320
2023-03-06 09:45:00+03:00,632,460.55221518987344,80,30,335,335
2023-03-06 10:00:00+03:00,653,463.48085758039815,80,30,348,348
2023-03-06 10:15:00+03:00,672,461.6889880952381,80,30,357,357
2023-03-06 10:30:00+03:00,679,464.7967599410898,80,30,363,363
2023-03-06 10:45:00+03:00,666,464.2042042042042,80,30,356,356
2023-03-06 11:00:00+03:00,657,468.193302891933,80,30,354,354
2023-03-06 11:15:00+03:00,663,463.78280542986425,80,30,354,354
2023-03-06 11:30:00+03:00,654,461.09938837920487,80,30,347,347
2023-03-06 11:45:00+03:00,627,458.1961722488038,80,30,331,331
2023-03-06 12:00:00+03:00,618,457.84789644012943,80,30,326,326
2023-03-06 12:15:00+03:00,607,459.63756177924216,80,30,322,322
2023-03-06 12:30:00+03:00,605,456.499173553719,80,30,319,319
2023-03-06 12:45:00+03:00,596,459.31040268456377,80,30,316,316
2023-03-06 13:00:00+03:00,582,455.55841924398624,80,30,306,306
2023-03-06 13:15:00+03:00,576,459.125,80,30,305,305
2023-03-06 13:30:00+03:00,577,452.4471403812825,80,30,302,302
2023-03-06 13:45:00+03:00,571,452.1366024518389,80,30,298,298
2023-03-06 14:00:00+03:00,582,452.9037800687285,80,30,304,304
2023-03-06 14:15:00+03:00,571,453.0753064798599,80,30,299,299
2023-03-06 14:30:00+03:00,554,459.46389891696754,80,30,294,294
2023-03-06 14:45:00+03:00,550,457.56,80,30,291,291
2023-03-06 15:00:00+03:00,530,461.9377358490566,80,30,283,283
2023-03-06 15:15:00+03:00,522,459.83716475095787,80,30,278,278
2023-03-06 15:30:00+03:00,511,460.6594911937378,80,30,273,273
2023-03-06 15:45:00+03:00,494,458.29352226720647,80,30,263,263
2023-03-06 16:00:00+03:00,461,456.7744034707158,80,30,245,245
2023-03-06 16:15:00+03:00,442,455.91628959276017,80,30,235,235
2023-03-06 16:30:00+03:00,435,468.00229885057473,80,30,237,237
2023-03-06 16:45:00+03:00,391,464.1099744245524,80,30,212,212
2023-03-06 17:00:00+03:00,370,466.5648648648649,80,30,202,202
2023-03-06 17:15:00+03:00,329,458.790273556231,80,30,178,178
2023-03-06 17:30:00+03:00,298,454.7315436241611,80,30,160,160
2023-03-06 17:45:00+03:00,270,454.3703703703704,80,30,146,146
2023-03-06 18:00:00+03:00,231,444.9004329004329,80,30,123,123
2023-03-06 18:15:00+03:00,188,452.7234042553192,80,30,103,103
2023-03-06 18:30:00+03:00,173,428.09248554913296,80,30,90,90
2023-03-06 18:45:00+03:00,147,434.3945578231293,80,30,78,78
2023-03-06 19:00:00+03:00,136,436.1911764705882,80,30,73,73
2023-03-06 19:15:00+03:00,117,425.9230769230769,80,30,62,62
2023-03-06 19:30:00+03:00,104,429.4807692307692,80,30,56,56
2023-03-06 19:45:00+03:00,94,421.4255319148936,80,30,50,50
2023-03-06 20:00:00+03:00,91,414.989010989011,80,30,48,48
2023-03-06 20:15:00+03:00,75,408.4933333333333,80,30,40,40
2023-03-06 20:30:00+03:00,71,418.6056338028169,80,30,39,39
2023-03-06 20:45:00+03:00,66,411.1818181818182,80,30,36,36
2023-03-06 21:00:00+03:00,62,415.03225806451616,80,30,34,34
2023-03-06 21:15:00+03:00,52,418.0,80,30,29,29
2023-03-06 21:30:00+03:00,43,422.6279069767442,80,30,25,25
2023-03-06 21:45:00+03:00,44,436.8863636363636,80,30,26,26
2023-03-06 22:00:00+03:00,37,451.05405405405406,80,30,23,23
2023-03-06 22:15:00+03:00,29,441.8965517241379,80,30,19,19
2023-03-06 22:30:00+03:00,30,430.26666666666665,80,30,19,19
2023-03-06 22:45:00+03:00,23,448.4347826086956,80,30,15,15
2023-03-06 23:00:00+03:00,22,440.09090909090907,80,30,15,15
2023-03-06 23:15:00+03:00,21,460.57142857142856,80,30,15,15
2023-03-06 23:30:00+03:00,15,462.73333333333335,80,30,11,11
2023-03-06 23:45:00+03:00,14,448.2142857142857,80,30,10,10
2023-03-07 00:00:00+03:00,13,430.0,80,30,9,9
2023-03-07 00:15:00+03:00,14,428.2142857142857,80,30,10,10
2023-03-07 00:30:00+03:00,11,413.0,80,30,8,8
2023-03-07 00:45:00+03:00,13,420.0,80,30,9,9
2023-03-07 01:00:00+03:00,11,419.0,80,30,8,8
2023-03-07 01:15:00+03:00,14,423.2142857142857,80,30,10,10
2023-03-07 01:30:00+03:00,12,412.0,80,30,9,9
2023-03-07 01:45:00+03:00,16,380.5,80,30,10,10
2023-03-07 02:00:00+03:00,14,381.9285714285714,80,30,9,9
2023-03-07 02:15:00+03:00,19,370.5263157894737,80,30,11,11
2023-03-07 02:30:00+03:00,25,358.64,80,30,14,14
2023-03-07 02:45:00+03:00,28,361.0,80,30,15,15
2023-03-07 03:00:00+03:00,34,357.8529411764706,80,30,18,18
2023-03-07 03:15:00+03:00,36,385.72222222222223,80,30,20,20
2023-03-07 03:30:00+03:00,37,378.02702702702703,80,30,20,20
2023-03-07 03:45:00+03:00,44,390.8636363636364,80,30,24,24
2023-03-07 04:00:00+03:00,48,379.7083333333333,80,30,25,25
2023-03-07 04:15:00+03:00,54,380.94444444444446,80,30,28,28
2023-03-07 04:30:00+03:00,58,412.82758620689657,80,30,32,32
2023-03-07 04:45:00+03:00,74,407.7567567567568,80,30,39,39
2023-03-07 05:00:00+03:00,71,439.9718309859155,80,30,41,41
2023-03-07 05:15:00+03:00,82,412.0731707317073,80,30,43,43
2023-03-07 05:30:00+03:00,90,427.8444444444444,80,30,49,49
2023-03-07 05:45:00+03:00,104,416.1730769230769,80,30,55,55
2023-03-07 06:00:00+03:00,118,415.728813559322,80,30,61,61
2023-03-07 06:15:00+03:00,120,427.45,80,30,64,64
2023-03-07 06:30:00+03:00,137,416.86131386861314,80,30,71,71
2023-03-07 06:45:00+03:00,145,423.5172413793104,80,30,75,75
2023-03-07 07:00:00+03:00,161,415.60869565217394,80,30,82,82
2023-03-07 07:15:00+03:00,184,427.3043478260869,80,30,95,95
2023-03-07 07:30:00+03:00,195,414.8102564102564,80,30,98,98
2023-03-07 07:45:00+03:00,210,423.6190476190476,80,30,107,107
2023-03-07 08:00:00+03:00,245,411.40408163265306,80,30,120,120
2023-03-07 08:15:00+03:00,274,421.73722627737226,80,30,137,137
2023-03-07 08:30:00+03:00,317,428.205047318612,80,30,160,160
2023-03-07 08:45:00+03:00,357,441.4397759103641,80,30,185,185
2023-03-07 09:00:00+03:00,410,438.8390243902439,80,30,210,210
2023-03-07 09:15:00+03:00,478,447.0334728033473,80,30,248,248
2023-03-07 09:30:00+03:00,553,450.0198915009042,80,30,288,288
2023-03-07 09:45:00+03:00,572,455.3146853146853,80,30,301,301
2023-03-07 10:00:00+03:00,596,460.3255033557047,80,30,317,317
2023-03-07 10:15:00+03:00,615,458.3333333333333,80,30,325,325
2023-03-07 10:30:00+03:00,640,459.5984375,80,30,339,339
2023-03-07 10:45:00+03:00,634,456.9621451104101,80,30,334,334
2023-03-07 11:00:00+03:00,639,452.9076682316119,80,30,333,333
2023-03-07 11:15:00+03:00,631,452.94928684627575,80,30,329,329
2023-03-07 11:30:00+03:00,623,455.5762439807384,80,30,327,327
2023-03-07 11:45:00+03:00,608,456.6957236842105,80,30,320,320
2023-03-07 12:00:00+03:00,606,456.4884488448845,80,30,319,319
2023-03-07 12:15:00+03:00,582,456.4398625429553,80,30,307,307
2023-03-07 12:30:00+03:00,558,451.35125448028674,80,30,291,291
2023-03-07 12:45:00+03:00,554,449.57942238267145,80,30,288,288
2023-03-07 13:00:00+03:00,552,446.9909420289855,80,30,285,285
2023-03-07 13:15:00+03:00,554,446.9945848375451,80,30,286,286
2023-03-07 13:30:00+03:00,551,449.4119782214156,80,30,286,286
2023-03-07 13:45:00+03:00,557,450.6552962298025,80,30,290,290
2023-03-07 14:00:00+03:00,549,452.16029143898,80,30,287,287
2023-03-07 14:15:00+03:00,550,455.46181818181816,80,30,290,290
2023-03-07 14:30:00+03:00,554,454.42599277978337,80,30,291,291
2023-03-07 14:45:00+03:00,536,453.2761194029851,80,30,281,281
2023-03-07 15:00:00+03:00,530,451.5773584905661,80,30,277,277
2023-03-07 15:15:00+03:00,509,450.7681728880157,80,30,266,266
2023-03-07 15:30:00+03:00,515,451.978640776699,80,30,270,270
2023-03-07 15:45:00+03:00,502,456.4342629482072,80,30,266,266
2023-03-07 16:00:00+03:00,476,454.5441176470589,80,30,251,251
2023-03-07 16:15:00+03:00,448,457.03125,80,30,238,238
2023-03-07 16:30:00+03:00,420,455.4071428571429,80,30,223,223
2023-03-07 16:45:00+03:00,383,455.7232375979112,80,30,204,204
2023-03-07 17:00:00+03:00,356,460.5,80,30,192,192
2023-03-07 17:15:00+03:00,307,456.78175895765474,80,30,165,165
2023-03-07 17:30:00+03:00,287,462.1324041811847,80,30,157,157
2023-03-07 17:45:00+03:00,256,455.64453125,80,30,139,139
2023-03-07 18:00:00+03:00,235,443.88510638297873,80,30,125,125
2023-03-07 18:15:00+03:00,186,442.0752688172043,80,30,99,99
2023-03-07 18:30:00+03:00,169,428.207100591716,80,30,88,88
2023-03-07 18:45:00+03:00,155,424.2516129032258,80,30,80,80
2023-03-07 19:00:00+03:00,144,422.00694444444446,80,30,75,75
2023-03-07 19:15:00+03:00,111,421.1081081081081,80,30,59,59
2023-03-07 19:30:00+03:00,105,426.8857142857143,80,30,56,56
2023-03-07 19:45:00+03:00,97,424.4639175257732,80,30,52,52
2023-03-07 20:00:00+03:00,85,419.1764705882353,80,30,46,46
2023-03-07 20:15:00+03:00,74,427.0135135135135,80,30,41,41
2023-03-07 20:30:00+03:00,66,415.27272727272725,80,30,36,36
2023-03-07 20:45:00+03:00,60,432.1666666666667,80,30,34,34
2023-03-07 21:00:00+03:00,57,437.87719298245617,80,30,33,33
2023-03-07 21:15:00+03:00,56,426.7857142857143,80,30,32,32
2023-03-07 21:30:00+03:00,48,452.25,80,30,29,29
2023-03-07 21:45:00+03:00,41,452.9756097560976,80,30,26,26
2023-03-07 22:00:00+03:00,38,454.1578947368421,80,30,24,24
2023-03-07 22:15:00+03:00,36,453.94444444444446,80,30,23,23
2023-03-07 22:30:00+03:00,32,454.4375,80,30,21,21
2023-03-07 22:45:00+03:00,22,445.45454545454544,80,30,15,15
2023-03-07 23:00:00+03:00,23,440.5652173913044,80,30,15,15
2023-03-07 23:15:00+03:00,18,435.1111111111111,80,30,12,12
2023-03-07 23:30:00+03:00,15,426.6666666666667,80,30,10,10
2023-03-07 23:45:00+03:00,14,421.0,80,30,10,10
2023-03-08 00:00:00+03:00,13,413.6923076923077,80,30,9,9
2023-03-08 00:15:00+03:00,11,421.0,80,30,8,8
2023-03-08 00:30:00+03:00,12,410.0,80,30,9,9
2023-03-08 00:45:00+03:00,8,435.0,80,30,7,7
2023-03-08 01:00:00+03:00,13,434.0,80,30,9,9
2023-03-08 01:15:00+03:00,9,434.0,80,30,7,7
2023-03-08 01:30:00+03:00,12,426.0,80,30,9,9
2023-03-08 01:45:00+03:00,17,402.3529411764706,80,30,11,11
2023-03-08 02:00:00+03:00,14,382.0,80,30,9,9
2023-03-08 02:15:00+03:00,22,404.7272727272728,80,30,14,14
2023-03-08 02:30:00+03:00,23,392.7826086956522,80,30,14,14
2023-03-08 02:45:00+03:00,26,384.5769230769231,80,30,15,15
2023-03-08 03:00:00+03:00,31,401.1612903225807,80,30,18,18
2023-03-08 03:15:00+03:00,35,403.3142857142857,80,30,20,20
2023-03-08 03:30:00+03:00,41,406.6829268292683,80,30,23,23
2023-03-08 03:45:00+03:00,39,402.2051282051282,80,30,22,22
2023-03-08 04:00:00+03:00,43,386.4418604651163,80,30,23,23
2023-03-08 04:15:00+03:00,57,390.42105263157896,80,30,30,30
2023-03-08 04:30:00+03:00,57,401.8421052631579,80,30,31,31
2023-03-08 04:45:00+03:00,65,405.5230769230769,80,30,35,35
2023-03-08 05:00:00+03:00,74,409.4189189189189,80,30,39,39
2023-03-08 05:15:00+03:00,77,419.8571428571428,80,30,42,42
2023-03-08 05:30:00+03:00,102,415.9509803921569,80,30,54,54
2023-03-08 05:45:00+03:00,101,416.76237623762376,80,30,53,53
2023-03-08 06:00:00+03:00,108,413.5648148148149,80,30,56,56
2023-03-08 06:15:00+03:00,114,413.4561403508772,80,30,59,59
2023-03-08 06:30:00+03:00,126,409.3333333333333,80,30,64,64
2023-03-08 06:45:00+03:00,132,406.1666666666667,80,30,66,66
2023-03-08 07:00:00+03:00,157,406.7388535031847,80,30,78,78
2023-03-08 07:15:00+03:00,188,410.8670212765957,80,30,94,94
2023-03-08 07:30:00+03:00,199,413.7537688442211,80,30,99,99
2023-03-08 07:45:00+03:00,221,423.29864253393663,80,30,112,112
2023-03-08 08:00:00+03:00,242,422.0950413223141,80,30,122,122
2023-03-08 08:15:00+03:00,274,424.7883211678832,80,30,138,138
2023-03-08 08:30:00+03:00,310,427.2806451612903,80,30,156,156
2023-03-08 08:45:00+03:00,336,437.0625,80,30,173,173
2023-03-08 09:00:00+03:00,394,434.43401015228426,80,30,200,200
2023-03-08 09:15:00+03:00,454,445.4052863436123,80,30,235,235
2023-03-08 09:30:00+03:00,525,450.7104761904762,80,30,274,274
2023-03-08 09:45:00+03:00,543,455.390423572744,80,30,286,286
2023-03-08 10:00:00+03:00,575,462.1669565217391,80,30,307,307
2023-03-08 10:15:00+03:00,595,460.59159663865546,80,30,316,316
2023-03-08 10:30:00+03:00,633,460.4944707740916,80,30,336,336
2023-03-08 10:45:00+03:00,626,459.4153354632588,80,30,331,331
2023-03-08 11:00:00+03:00,619,453.8820678513732,80,30,324,324
2023-03-08 11:15:00+03:00,611,455.9885433715221,80,30,321,321
2023-03-08 11:30:00+03:00,613,454.6427406199021,80,30,321,321
2023-03-08 11:45:00+03:00,596,450.97986577181206,80,30,310,310
2023-03-08 12:00:00+03:00,583,458.7804459691252,80,30,309,309
2023-03-08 12:15:00+03:00,576,454.1076388888889,80,30,302,302
2023-03-08 12:30:00+03:00,567,453.4532627865961,80,30,297,297
2023-03-08 12:45:00+03:00,548,450.9908759124088,80,30,286,286
2023-03-08 13:00:00+03:00,539,448.3951762523191,80,30,280,280
2023-03-08 13:15:00+03:00,536,446.05410447761193,80,30,277,277
2023-03-08 13:30:00+03:00,544,445.3014705882353,80,30,280,280
2023-03-08 13:45:00+03:00,535,448.43177570093457,80,30,278,278
2023-03-08 14:00:00+03:00,553,451.6708860759493,80,30,289,289
2023-03-08 14:15:00+03:00,560,449.1821428571429,80,30,291,291
2023-03-08 14:30:00+03:00,554,451.4350180505416,80,30,289,289
2023-03-08 14:45:00+03:00,526,450.0114068441065,80,30,274,274
2023-03-08 15:00:00+03:00,504,447.6488095238095,80,30,262,262
2023-03-08 15:15:00+03:00,494,450.4898785425101,80,30,258,258
2023-03-08 15:30:00+03:00,490,452.1408163265306,80,30,257,257
2023-03-08 15:45:00+03:00,474,454.7362869198312,80,30,250,250
2023-03-08 16:00:00+03:00,442,454.5565610859729,80,30,234,234
2023-03-08 16:15:00+03:00,436,454.4724770642202,80,30,231,231
2023-03-08 16:30:00+03:00,417,454.3333333333333,80,30,221,221
2023-03-08 16:45:00+03:00,384,458.5963541666667,80,30,206,206
2023-03-08 17:00:00+03:00,363,459.3415977961433,80,30,195,195
2023-03-08 17:15:00+03:00,316,457.753164556962,80,30,170,170
2023-03-08 17:30:00+03:00,278,456.4496402877698,80,30,150,150
2023-03-08 17:45:00+03:00,257,457.9455252918288,80,30,140,140
2023-03-08 18:00:00+03:00,238,448.0924369747899,80,30,127,127
2023-03-08 18:15:00+03:00,185,441.0054054054054,80,30,99,99
2023-03-08 18:30:00+03:00,158,432.3924050632912,80,30,83,83
2023-03-08 18:45:00+03:00,139,432.62589928057554,80,30,74,74
2023-03-08 19:00:00+03:00,129,446.27131782945736,80,30,71,71
2023-03-08 19:15:00+03:00,106,430.2641509433962,80,30,57,57
2023-03-08 19:30:00+03:00,108,428.8796296296296,80,30,58,58
2023-03-08 19:45:00+03:00,87,432.1724137931034,80,30,48,48
2023-03-08 20:00:00+03:00,91,436.0879120879121,80,30,50,50
2023-03-08 20:15:00+03:00,70,442.6142857142857,80,30,40,40
2023-03-08 20:30:00+03:00,71,431.3943661971831,80,30,40,40
2023-03-08 20:45:00+03:00,54,435.4074074074074,80,30,31,31
2023-03-08 21:00:00+03:00,58,441.6034482758621,80,30,34,34
2023-03-08 21:15:00+03:00,50,435.9,80,30,29,29
2023-03-08 21:30:00+03:00,44,417.7272727272728,80,30,25,25
2023-03-08 21:45:00+03:00,45,417.8222222222222,80,30,26,26
2023-03-08 22:00:00+03:00,38,393.6842105263158,80,30,21,21
2023-03-08 22:15:00+03:00,31,430.7741935483871,80,30,19,19
2023-03-08 22:30:00+03:00,25,399.72,80,30,15,15
2023-03-08 22:45:00+03:00,20,410.5,80,30,13,13
2023-03-08 23:00:00+03:00,22,393.7272727272728,80,30,13,13
2023-03-08 23:15:00+03:00,17,404.8235294117647,80,30,11,11
2023-03-08 23:30:00+03:00,19,427.578947368421,80,30,13,13
2023-03-08 23:45:00+03:00,15,416.3333333333333,80,30,10,10
2023-03-09 00:00:00+03:00,10,393.0,80,30,7,7
2023-03-09 00:15:00+03:00,13,366.5384615384616,80,30,8,8
2023-03-09 00:30:00+03:00,12,407.0,80,30,8,8
2023-03-09 00:45:00+03:00,8,376.0,80,30,6,6
2023-03-09 01:00:00+03:00,10,431.0,80,30,8,8
2023-03-09 01:15:00+03:00,13,384.0,80,30,9,9
2023-03-09 01:30:00+03:00,9,385.0,80,30,7,7
2023-03-09 01:45:00+03:00,13,379.0,80,30,9,9
2023-03-09 02:00:00+03:00,16,378.1875,80,30,10,10
2023-03-09 02:15:00+03:00,21,360.0,80,30,12,12
2023-03-09 02:30:00+03:00,21,391.57142857142856,80,30,13,13
2023-03-09 02:45:00+03:00,24,353.0,80,30,13,13
2023-03-09 03:00:00+03:00,30,370.9666666666666,80,30,16,16
2023-03-09 03:15:00+03:00,35,367.45714285714286,80,30,18,18
2023-03-09 03:30:00+03:00,33,369.7272727272728,80,30,18,18
2023-03-09 03:45:00+03:00,41,363.7073170731707,80,30,21,21
2023-03-09 04:00:00+03:00,52,368.0,80,30,26,26
2023-03-09 04:15:00+03:00,51,383.0,80,30,27,27
2023-03-09 04:30:00+03:00,63,377.4920634920635,80,30,32,32
2023-03-09 04:45:00+03:00,60,411.95,80,30,33,33
2023-03-09 05:00:00+03:00,75,399.36,80,30,39,39
2023-03-09 05:15:00+03:00,81,413.69135802469134,80,30,43,43
2023-03-09 05:30:00+03:00,93,404.40860215053766,80,30,48,48
2023-03-09 05:45:00+03:00,90,421.73333333333335,80,30,48,48
2023-03-09 06:00:00+03:00,114,415.2017543859649,80,30,59,59
2023-03-09 06:15:00+03:00,116,429.0172413793104,80,30,62,62
2023-03-09 06:30:00+03:00,127,425.9133858267717,80,30,67,67
2023-03-09 06:45:00+03:00,129,421.5581395348837,80,30,67,67
2023-03-09 07:00:00+03:00,168,414.6666666666667,80,30,85,85
2023-03-09 07:15:00+03:00,189,423.984126984127,80,30,97,97
2023-03-09 07:30:00+03:00,199,416.5427135678392,80,30,100,100
2023-03-09 07:45:00+03:00,209,429.66985645933016,80,30,108,108
2023-03-09 08:00:00+03:00,253,422.1304347826087,80,30,127,127
2023-03-09 08:15:00+03:00,279,431.0931899641577,80,30,143,143
2023-03-09 08:30:00+03:00,321,438.0498442367601,80,30,166,166
2023-03-09 08:45:00+03:00,370,445.7702702702703,80,30,193,193
2023-03-09 09:00:00+03:00,458,433.7685589519651,80,30,231,231
2023-03-09 09:15:00+03:00,488,442.2581967213115,80,30,251,251
2023-03-09 09:30:00+03:00,552,450.4619565217391,80,30,288,288
2023-03-09 09:45:00+03:00,568,455.8450704225352,80,30,299,299
2023-03-09 10:00:00+03:00,577,462.8024263431543,80,30,308,308
2023-03-09 10:15:00+03:00,599,458.0116861435726,80,30,316,316
2023-03-09 10:30:00+03:00,621,459.40579710144925,80,30,329,329
2023-03-09 10:45:00+03:00,625,452.9952,80,30,326,326
2023-03-09 11:00:00+03:00,619,452.4588045234249,80,30,323,323
2023-03-09 11:15:00+03:00,605,452.403305785124,80,30,316,316
2023-03-09 11:30:00+03:00,587,458.2146507666099,80,30,310,310
2023-03-09 11:45:00+03:00,579,459.3540587219344,80,30,307,307
